price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,has_basement,view,yr_built,yr_renovated,lat,long
643000.0,3,2.75,2030.0,7700,1.0,0,0,1965,0,47.626,-122.112
279000.0,3,2.5,1500.0,7350,1.0,0,0,1979,0,47.3025,-122.382
583500.0,4,1.0,1530.0,3900,1.5,0,0,1908,0,47.6748,-122.379
310000.0,3,2.5,1990.0,3600,2.0,0,0,2004,0,47.3841,-122.041
310000.0,3,1.75,1420.0,7650,1.0,0,0,1984,0,47.4892,-122.182
280000.0,3,1.0,1400.0,13975,1.0,0,0,1956,0,47.4195,-122.33
272000.0,4,2.5,1870.0,5692,2.0,0,0,2004,0,47.4334,-122.148
870000.0,4,3.0,3040.0,36246,1.5,0,0,1923,2014,47.6093,-122.07
307000.0,3,2.0,1790.0,7259,1.0,0,0,1980,0,47.4643,-122.171
490000.0,2,1.5,1590.0,4500,1.0,0,0,1946,0,47.5831,-122.392
399950.0,3,2.0,2050.0,9396,1.0,0,0,1960,0,47.7447,-122.328
1635000.0,5,3.5,4220.0,26784,1.0,0,0,1958,2006,47.6003,-122.206
989000.0,5,4.5,4030.0,13474,2.0,0,0,2000,0,47.5812,-121.995
264950.0,4,1.75,1770.0,9011,1.0,0,0,1983,0,47.3646,-122.076
491500.0,4,2.75,2100.0,7236,1.0,0,0,1979,0,47.7267,-122.232
345000.0,3,2.25,2120.0,15003,2.0,0,0,1984,0,47.4745,-122.12
339900.0,4,1.75,2600.0,18042,1.0,0,0,1969,0,47.2969,-122.189
852000.0,3,3.0,2400.0,4000,2.0,0,0,1905,0,47.6288,-122.321
585000.0,5,3.5,3180.0,40946,1.0,0,3,1968,0,47.5833,-122.073
723000.0,4,2.0,2790.0,8793,1.0,0,0,1977,0,47.5509,-122.16
594000.0,3,2.25,2080.0,70567,2.0,0,0,1990,0,47.7221,-122.124
405000.0,2,1.5,1370.0,4102,2.0,0,0,1987,0,47.6943,-122.184
725500.0,4,2.5,2790.0,74495,2.0,0,0,1997,0,47.6628,-122.056
800000.0,2,1.0,1740.0,5719,1.0,0,0,1955,0,47.6729,-122.335
1325000.0,3,3.75,6400.0,76665,1.0,0,2,1966,0,47.7313,-122.37
180500.0,3,2.5,1800.0,8518,2.0,0,0,1996,0,47.3643,-122.185
325000.0,3,2.5,1800.0,8518,2.0,0,0,1996,0,47.3643,-122.185
235000.0,3,1.75,1190.0,7280,1.0,0,0,1968,0,47.3151,-122.19
330000.0,2,1.0,860.0,8308,1.0,0,0,1948,0,47.5075,-122.377
678500.0,3,2.0,2460.0,6600,1.0,0,2,1952,0,47.5215,-122.383
463000.0,4,2.5,1980.0,6660,2.0,0,0,1974,0,47.7158,-122.167
250000.0,2,1.0,670.0,4640,1.0,0,0,1943,0,47.53,-122.351
655000.0,3,2.0,1410.0,4800,1.5,0,0,1927,0,47.5597,-122.267
239900.0,4,2.25,1860.0,7000,1.0,0,0,1979,0,47.3127,-122.339
185000.0,3,1.0,980.0,9135,1.0,0,0,1955,0,47.3496,-122.289
1735000.0,4,2.25,3040.0,5000,2.0,0,3,1926,0,47.6565,-122.278
251700.0,3,2.25,1810.0,11800,1.0,0,0,1977,0,47.4997,-122.231
400000.0,4,2.0,1560.0,8250,1.0,0,0,1964,0,47.7565,-122.358
735000.0,4,1.75,2100.0,7960,1.0,0,0,1955,0,47.6079,-122.195
1700000.0,5,2.0,2500.0,15250,2.0,1,4,1942,0,47.5883,-122.111
82500.0,2,1.0,520.0,22334,1.0,0,0,1951,0,47.4799,-122.296
765000.0,4,4.0,3010.0,7221,2.0,0,0,2004,0,47.5833,-121.97
292500.0,4,1.75,2140.0,8162,1.0,0,0,1968,0,47.3096,-122.377
270000.0,3,2.25,2390.0,7000,1.0,0,0,1970,0,47.4568,-122.169
415000.0,2,1.0,1510.0,6807,1.0,0,0,1939,0,47.711,-122.353
950000.0,4,1.75,2210.0,19025,1.0,0,0,1952,0,47.5927,-122.203
353000.0,3,2.75,2170.0,8396,2.0,0,0,1995,0,47.3812,-122.023
670950.0,3,2.5,1790.0,2375,3.0,0,0,2007,0,47.6726,-122.38
280950.0,3,1.75,1390.0,8700,1.0,0,3,1912,0,47.4725,-122.202
585000.0,3,1.75,1850.0,7735,1.0,0,0,1983,0,47.5608,-122.082
525000.0,2,1.5,1480.0,43645,1.0,0,0,1974,2006,47.5484,-122.045
605000.0,3,1.75,1850.0,8823,1.0,0,0,1973,0,47.6379,-122.112
1010000.0,4,3.5,3350.0,3752,2.0,0,0,2007,0,47.6782,-122.365
245990.0,3,1.0,1040.0,8410,1.0,0,0,1942,2014,47.453,-122.289
535000.0,4,2.25,2810.0,12607,2.0,0,0,1985,0,47.4585,-122.13
410000.0,1,1.5,1010.0,5750,1.0,0,0,1911,1948,47.5411,-122.392
550000.0,3,2.5,2250.0,7752,2.0,0,0,1988,0,47.7489,-122.185
665000.0,3,1.75,1800.0,8000,1.0,0,0,1972,0,47.6357,-122.119
455000.0,3,1.0,2400.0,17239,1.0,0,0,1940,0,47.75,-122.245
440000.0,4,1.0,1780.0,4000,1.5,0,0,1922,0,47.6624,-122.354
332000.0,3,2.25,2120.0,14915,1.0,0,0,1979,0,47.3524,-122.285
280000.0,3,2.5,1860.0,6607,2.0,0,0,1989,0,47.2891,-122.351
570000.0,3,3.5,1460.0,1021,2.0,0,0,2006,0,47.6169,-122.309
250000.0,3,1.0,1230.0,10350,1.0,0,0,1957,0,47.428,-122.199
238000.0,2,1.0,1088.0,8453,1.0,0,0,1952,2009,47.2685,-122.231
265000.0,3,1.0,800.0,5760,1.0,0,0,1949,0,47.7505,-122.317
306000.0,3,1.0,1190.0,10350,1.0,0,0,1959,0,47.7428,-122.244
345000.0,5,2.75,1940.0,4182,1.0,0,0,2002,0,47.4911,-122.17
765000.0,4,2.5,3300.0,10764,1.0,0,0,1971,0,47.7119,-122.365
346300.0,4,2.5,2590.0,11018,2.0,0,0,1998,0,47.2634,-122.211
342500.0,3,2.0,2080.0,11375,1.0,0,0,2002,0,47.214,-121.993
501000.0,4,2.25,2680.0,5439,2.0,0,0,2000,0,47.7534,-122.218
270000.0,3,2.5,1670.0,8364,1.0,0,0,1990,0,47.369,-122.084
638000.0,3,1.0,1830.0,4400,1.5,0,0,1930,0,47.6052,-122.3
460000.0,3,1.75,1400.0,2003,1.0,0,0,1908,2006,47.6508,-122.368
760000.0,4,1.75,2770.0,8521,1.0,0,0,1953,0,47.6255,-122.199
1085000.0,3,2.5,3630.0,11019,1.0,0,0,1972,0,47.561,-122.226
234000.0,3,1.0,1040.0,8128,1.0,0,0,1983,0,47.7425,-121.981
1650000.0,3,2.75,2690.0,8890,2.0,1,4,1975,1991,47.5487,-122.197
488000.0,5,2.0,2020.0,5000,1.5,0,0,1938,0,47.6949,-122.37
1550000.0,5,2.5,2450.0,20805,2.0,0,0,1963,0,47.6275,-122.227
499000.0,4,3.0,2030.0,12675,2.0,0,0,1982,0,47.7689,-122.379
150000.0,3,1.0,1450.0,6776,1.0,0,0,1952,0,47.5056,-122.244
333000.0,4,2.5,2400.0,7270,2.0,0,0,1993,0,47.2697,-122.312
700000.0,4,2.75,2870.0,8625,1.0,0,1,1959,0,47.7425,-122.289
275000.0,4,1.0,1340.0,22500,1.5,0,0,1926,0,47.489,-122.316
330000.0,3,2.5,1680.0,11312,1.0,0,0,1959,0,47.5051,-122.344
360000.0,4,2.0,1850.0,8827,1.0,0,0,1969,0,47.7406,-122.313
467000.0,3,1.0,1220.0,8040,1.5,0,0,1965,0,47.7133,-122.308
568000.0,3,2.5,2320.0,57063,1.0,0,0,1979,0,47.6163,-122.056
605000.0,5,2.25,3220.0,9603,2.0,0,0,1972,0,47.6474,-122.11
750000.0,4,2.75,3190.0,9023,2.0,0,0,2005,0,47.5898,-121.989
760000.0,3,2.75,3530.0,69834,2.0,0,0,1994,0,47.6377,-121.995
265000.0,3,1.75,2050.0,10519,1.0,0,0,1979,0,47.4257,-122.146
490000.0,3,1.75,1720.0,12540,1.0,0,0,1956,0,47.5699,-122.177
360000.0,4,2.5,2850.0,4650,2.0,0,0,2004,0,47.3552,-122.026
311750.0,4,2.25,2270.0,12000,1.0,0,0,1976,0,47.3287,-122.353
399000.0,3,2.25,1880.0,12473,1.0,0,0,1958,0,47.7623,-122.256
347000.0,4,2.5,2770.0,9751,2.0,0,0,1989,0,47.3739,-122.126
1680000.0,4,3.75,4490.0,34982,2.0,0,0,1998,0,47.6406,-122.156
585000.0,4,2.5,3110.0,6479,2.0,0,0,2005,0,47.5408,-121.861
340000.0,4,2.5,2360.0,7475,2.0,0,0,1992,0,47.4052,-122.17
612000.0,3,2.5,2180.0,5496,2.0,0,0,1994,0,47.5723,-122.007
230000.0,2,1.75,1910.0,3376,2.0,0,0,1980,0,47.3733,-122.057
604000.0,4,2.5,2260.0,7753,2.0,0,0,1989,0,47.5752,-121.995
250000.0,3,1.75,1770.0,8868,1.0,0,0,1959,0,47.3188,-122.212
258500.0,3,2.0,1460.0,7930,1.0,0,0,1989,0,47.359,-122.049
783000.0,4,2.75,2080.0,5000,1.0,0,0,1940,0,47.6422,-122.403
1050000.0,5,2.25,2960.0,7680,1.0,0,2,1958,0,47.6456,-122.389
760000.0,4,2.5,3220.0,4031,2.0,0,0,2002,0,47.688,-122.163
276000.0,3,1.0,1140.0,5000,1.0,0,0,1960,0,47.5535,-122.362
550000.0,4,2.0,1660.0,12377,1.0,0,0,1966,0,47.6231,-122.102
398000.0,4,1.0,1430.0,6240,1.5,0,0,1953,0,47.7272,-122.311
775000.0,3,3.0,1820.0,4300,1.5,0,0,1914,1983,47.6711,-122.364
1027500.0,4,3.0,3540.0,10202,2.0,0,0,1988,0,47.5471,-122.155
327000.0,4,1.0,1620.0,6000,1.5,0,0,1905,0,47.4763,-122.206
564500.0,4,2.75,3100.0,14568,2.0,0,0,1995,0,47.7302,-121.974
782000.0,4,1.75,1500.0,6820,1.5,0,0,1905,0,47.6794,-122.37
398000.0,4,2.5,2820.0,5510,2.0,0,0,2005,0,47.3477,-122.024
257000.0,3,1.75,1850.0,10920,1.5,0,0,1915,0,47.7244,-122.222
235000.0,4,2.0,1570.0,9415,2.0,0,0,1984,0,47.3168,-122.174
453000.0,4,2.75,2300.0,37533,1.0,0,3,1979,0,47.3714,-122.431
535000.0,2,1.0,920.0,9000,1.0,0,0,1954,0,47.6831,-122.189
275000.0,3,2.5,1600.0,7000,2.0,0,0,1993,0,47.3534,-122.057
665000.0,3,2.5,2630.0,10047,2.0,0,0,1996,0,47.5515,-122.083
670000.0,4,2.75,3020.0,13530,1.0,0,0,1977,0,47.6299,-122.099
465000.0,3,1.75,1490.0,10757,1.0,0,0,1966,0,47.72,-122.229
210000.0,3,1.5,1160.0,5200,1.0,0,0,1970,0,47.364,-122.094
265000.0,4,2.5,2040.0,4443,2.0,0,0,2001,0,47.3182,-122.189
426000.0,2,2.5,1550.0,2657,2.0,0,0,1987,0,47.7034,-122.188
529219.0,4,2.25,1990.0,7610,1.0,0,0,1966,0,47.6236,-122.103
600000.0,3,2.25,1900.0,46609,1.5,0,0,1969,0,47.7529,-122.116
875000.0,5,3.5,3840.0,8279,2.0,0,0,2001,0,47.6039,-122.059
608000.0,4,3.0,2400.0,7680,1.0,0,0,1956,0,47.6466,-122.389
220000.0,3,1.0,1660.0,21514,1.0,0,0,1973,0,47.2159,-121.964
1760000.0,4,5.0,6055.0,21630,1.0,0,3,1996,0,47.5524,-122.112
295450.0,3,2.0,2030.0,17120,1.0,0,2,1966,0,47.2953,-122.185
315000.0,2,1.0,840.0,5087,1.0,0,0,1925,0,47.5557,-122.278
205000.0,4,2.0,1450.0,8175,1.0,0,0,1967,0,47.3933,-122.195
310000.0,3,1.5,1460.0,9908,1.0,0,0,1952,0,47.4275,-122.331
1000000.0,5,1.0,2010.0,5210,1.5,0,0,1927,0,47.6501,-122.37
525000.0,4,2.5,2910.0,7631,2.0,0,2,2006,0,47.3552,-122.001
284000.0,4,1.75,1880.0,8800,1.0,0,0,1960,0,47.5137,-122.333
510000.0,3,1.75,2170.0,26460,1.0,0,0,1986,0,47.6147,-122.045
405000.0,2,1.0,1260.0,4377,1.0,0,0,1947,0,47.6988,-122.354
509950.0,3,2.5,1970.0,9153,2.0,0,0,2007,0,47.7698,-122.268
600000.0,4,2.25,2090.0,45738,2.0,0,0,1987,0,47.6876,-122.049
990000.0,4,3.75,3450.0,4940,2.0,0,0,2006,0,47.692,-122.338
280005.0,3,1.5,1130.0,7200,1.0,0,0,1954,0,47.5041,-122.253
700000.0,3,1.75,2600.0,7668,1.0,0,0,1968,0,47.3402,-122.046
330000.0,3,1.0,1030.0,7620,1.0,0,0,1953,0,47.5281,-122.375
340000.0,2,1.0,1700.0,6718,1.0,0,2,1956,0,47.4131,-122.331
468000.0,2,2.5,1480.0,2167,2.0,0,0,2007,0,47.6658,-122.132
1339000.0,4,2.5,4250.0,19387,2.0,0,2,1972,0,47.5578,-122.212
515000.0,3,1.75,1600.0,20873,1.0,0,0,1955,0,47.5632,-122.182
245000.0,4,2.0,1870.0,8750,1.0,0,2,1977,0,47.1985,-122.001
265000.0,3,2.5,1440.0,7741,1.0,0,0,1983,0,47.4042,-122.194
372400.0,3,2.5,2720.0,11937,2.0,0,0,1990,0,47.4185,-122.212
390000.0,3,1.5,1240.0,8410,1.0,0,0,1948,0,47.753,-122.328
208000.0,3,1.0,1020.0,6120,1.0,0,0,1967,0,47.278,-122.205
273000.0,2,0.5,1180.0,7750,1.0,0,0,1945,0,47.769,-122.316
455000.0,5,3.5,3080.0,7759,2.0,0,0,2003,0,47.7454,-121.977
270000.0,4,2.5,1750.0,6397,2.0,0,0,1988,0,47.3082,-122.358
618000.0,4,2.25,2530.0,8736,1.0,0,0,1958,0,47.6049,-122.126
213550.0,3,2.5,1580.0,8541,2.0,0,0,1990,0,47.3334,-122.289
210000.0,5,1.75,2340.0,9148,2.0,0,0,1957,0,47.4232,-122.324
2750000.0,5,4.0,6300.0,16065,2.0,0,1,2004,0,47.5922,-122.207
403500.0,4,2.75,2400.0,3844,1.0,0,0,1974,0,47.7027,-122.347
235000.0,3,1.5,1300.0,7600,1.0,0,0,1963,0,47.2083,-122.005
287500.0,3,2.0,1760.0,7147,1.0,0,0,1936,0,47.4799,-122.232
546800.0,4,1.5,1520.0,5910,1.0,0,0,1946,0,47.6904,-122.295
183000.0,3,1.75,1070.0,8100,1.0,0,0,1957,0,47.2853,-122.22
560000.0,3,2.0,2560.0,216777,1.0,0,0,1986,0,47.295,-122.086
299500.0,3,1.0,1280.0,6726,1.0,0,0,1958,0,47.5724,-122.301
610000.0,4,2.25,1660.0,7350,1.0,0,0,1965,2014,47.6263,-122.124
288350.0,3,1.5,1860.0,7963,1.0,0,0,1963,0,47.4513,-122.268
500000.0,2,1.0,950.0,4500,1.0,0,2,1926,0,47.6562,-122.354
625000.0,4,2.75,2140.0,4000,1.0,0,0,1951,0,47.6792,-122.287
418000.0,2,1.5,1480.0,1349,2.0,0,0,2007,0,47.5439,-122.386
660000.0,3,3.0,2260.0,1825,2.0,0,0,2002,0,47.6108,-122.308
775000.0,4,2.5,2300.0,6158,2.0,0,0,1999,0,47.6943,-122.299
429500.0,3,2.75,1650.0,7272,1.0,0,0,1972,0,47.7232,-122.174
569000.0,3,2.0,1990.0,3000,1.5,0,0,1908,1970,47.6272,-122.29
250000.0,4,2.0,1960.0,7560,1.0,0,0,1978,0,47.4081,-122.178
225000.0,3,1.5,1310.0,10491,1.0,0,0,1969,0,47.3682,-122.148
530000.0,4,2.75,2450.0,15002,1.0,0,0,1974,0,47.4268,-122.343
306000.0,3,1.0,910.0,8658,1.0,0,0,1955,0,47.7586,-122.303
517100.0,3,1.75,1580.0,9719,1.0,0,0,1962,0,47.5396,-122.18
354950.0,3,1.75,1780.0,9689,1.0,0,0,1976,0,47.7628,-122.163
348000.0,3,1.5,1040.0,1824,1.0,0,0,1925,0,47.6793,-122.3
522250.0,4,2.5,2340.0,41600,1.0,0,0,1977,0,47.7466,-122.077
275000.0,3,2.5,1720.0,8755,1.0,0,0,1983,0,47.3186,-122.391
390000.0,3,1.5,1600.0,10440,1.0,0,0,1954,0,47.7109,-122.311
260000.0,3,1.5,1320.0,9750,1.0,0,0,1954,0,47.4267,-122.331
585000.0,5,2.75,2350.0,4178,1.5,0,0,1922,2015,47.6388,-122.3
605000.0,5,2.75,2740.0,5616,1.5,0,0,1925,0,47.6866,-122.317
342000.0,4,2.5,2300.0,6448,2.0,0,0,2001,0,47.3813,-122.204
900000.0,5,3.0,4350.0,37169,2.0,0,0,1972,0,47.6518,-122.16
252000.0,3,1.75,1430.0,7700,1.0,0,0,1981,0,47.3993,-122.183
357000.0,3,1.75,2400.0,14012,1.0,0,0,1971,0,47.3371,-122.325
370000.0,3,1.0,940.0,7910,1.0,0,0,1959,0,47.6181,-122.117
322500.0,3,1.0,1020.0,13504,1.0,0,0,1959,0,47.5121,-122.17
210000.0,2,2.0,1680.0,5756,2.0,0,0,1910,0,47.3065,-122.222
290000.0,2,1.0,1340.0,9840,1.0,0,0,1949,0,47.7202,-122.339
860000.0,4,3.25,3960.0,7012,2.0,0,0,2005,0,47.5854,-122.08
302000.0,6,2.0,2650.0,4621,1.5,0,0,1911,0,47.5543,-122.275
369160.0,4,2.25,2120.0,9680,2.0,0,2,1965,0,47.3367,-122.332
1185000.0,4,2.75,2850.0,3000,2.5,0,0,2003,0,47.6406,-122.304
993000.0,4,2.0,2850.0,14810,2.0,0,0,1954,0,47.5892,-122.203
380000.0,6,2.0,1870.0,6969,1.0,0,0,1968,0,47.5342,-122.036
635000.0,4,2.0,2660.0,8160,1.0,0,0,1949,0,47.7229,-122.359
260000.0,3,1.0,1190.0,11120,1.0,0,0,1947,0,47.5687,-121.898
243000.0,2,1.0,1770.0,5522,1.5,0,0,1943,0,47.4974,-122.231
1400000.0,4,2.5,2770.0,8879,2.0,0,0,2001,0,47.5831,-122.193
665000.0,4,2.5,2080.0,8100,1.0,0,2,1952,0,47.7228,-122.369
898000.0,5,2.25,2700.0,9000,2.0,0,0,1987,0,47.6599,-122.146
583000.0,4,2.75,2200.0,9453,1.0,0,0,1955,0,47.5744,-122.305
429000.0,4,1.75,2160.0,7700,2.0,0,0,1977,0,47.6976,-122.169
471000.0,3,2.5,2010.0,4059,2.0,0,0,1998,0,47.7317,-122.197
1810000.0,3,3.5,3780.0,8295,2.0,0,0,1951,0,47.6394,-122.29
739500.0,3,3.25,4460.0,51177,2.0,0,0,2005,0,47.3648,-122.143
450000.0,3,1.5,1770.0,17208,1.0,0,0,1959,0,47.5659,-122.117
552500.0,3,1.0,1430.0,5000,1.0,0,0,1949,0,47.6895,-122.37
437000.0,4,1.75,1700.0,10642,1.0,0,0,1954,0,47.5674,-122.142
270000.0,4,2.0,1830.0,5220,1.5,0,0,1951,0,47.5331,-122.278
226740.0,3,1.5,1410.0,8800,1.0,0,0,1965,0,47.2927,-122.183
446500.0,4,2.5,3060.0,7920,1.0,0,0,1974,0,47.7675,-122.261
283000.0,3,2.0,1820.0,15068,2.0,0,2,1920,2014,47.2103,-121.999
445000.0,4,1.75,2430.0,13211,1.5,0,0,1909,1978,47.5245,-121.926
250000.0,2,1.0,740.0,6840,1.0,0,0,1942,0,47.5172,-122.375
307000.0,3,1.0,770.0,6552,1.0,0,0,1942,0,47.5133,-122.372
315000.0,4,2.75,2200.0,8580,1.0,0,0,1991,0,47.295,-122.37
